"Variable_class","Sub_variable_class_1","Sub_variable_class_2","Scenario","Region","Sector","Units","year","value"
"Capacity","Electricity generation","Hydrogen","RPS","IDN","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","JPN","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","MENA","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","RUS","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","SA","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","ZAF","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","SEAO","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","KOR","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","SSA","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","GBR","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","USA","Power","GW","2029",0
"Capacity","Electricity generation","Hydrogen","RPS","WEU","Power","GW","2029",30.60648428
"Capacity","Electricity generation","Hydrogen","RPS","WORLD","Power","GW","2029",0
"Electricity generation","Coal","","RPS","AUS","Power","TWh","2029",10.83760289
"Electricity generation","Coal","","RPS","BRA","Power","TWh","2029",10.5249145
"Electricity generation","Coal","","RPS","CAN","Power","TWh","2029",0
"Electricity generation","Coal","","RPS","CHN","Power","TWh","2029",2551.822224
"Electricity generation","Coal","","RPS","CSA","Power","TWh","2029",33.78961287
"Electricity generation","Coal","","RPS","EEU","Power","TWh","2029",17.18930907
"Electricity generation","Coal","","RPS","EURA","Power","TWh","2029",178.0155165
"Electricity generation","Coal","","RPS","GCC","Power","TWh","2029",0
"Electricity generation","Coal","","RPS","IND","Power","TWh","2029",799.9919058
"Electricity generation","Coal","","RPS","IDN","Power","TWh","2029",154.3407676
"Electricity generation","Coal","","RPS","JPN","Power","TWh","2029",105.4479092
"Electricity generation","Coal","","RPS","MENA","Power","TWh","2029",181.6540281
"Electricity generation","Coal","","RPS","RUS","Power","TWh","2029",151.3067594
"Electricity generation","Coal","","RPS","SA","Power","TWh","2029",25.23155507
"Electricity generation","Coal","","RPS","ZAF","Power","TWh","2029",104.5718391
"Electricity generation","Coal","","RPS","SEAO","Power","TWh","2029",367.1115765
"Electricity generation","Coal","","RPS","KOR","Power","TWh","2029",88.39251369
"Electricity generation","Coal","","RPS","SSA","Power","TWh","2029",22.47997623
"Electricity generation","Coal","","RPS","GBR","Power","TWh","2029",0
"Electricity generation","Coal","","RPS","USA","Power","TWh","2029",68.17850809
"Electricity generation","Coal","","RPS","WEU","Power","TWh","2029",25.36417061
"Electricity generation","Coal","","RPS","WORLD","Power","TWh","2029",4896.250689
"Electricity generation","Coal CCS","","RPS","AUS","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","BRA","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","CAN","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","CHN","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","CSA","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","EEU","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","EURA","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","GCC","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","IND","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","IDN","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","JPN","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","MENA","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","RUS","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","SA","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","ZAF","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","SEAO","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","KOR","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","SSA","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","GBR","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","USA","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","WEU","Power","TWh","2029",0
"Electricity generation","Coal CCS","","RPS","WORLD","Power","TWh","2029",0
"Electricity generation","Oil","","RPS","AUS","Power","TWh","2029",0.332458248
"Electricity generation","Oil","","RPS","BRA","Power","TWh","2029",5.661802835
"Electricity generation","Oil","","RPS","CAN","Power","TWh","2029",0
"Electricity generation","Oil","","RPS","CHN","Power","TWh","2029",5.747521957
"Electricity generation","Oil","","RPS","CSA","Power","TWh","2029",51.91057489
"Electricity generation","Oil","","RPS","EEU","Power","TWh","2029",0.268528464
"Electricity generation","Oil","","RPS","EURA","Power","TWh","2029",2.49521972
"Electricity generation","Oil","","RPS","GCC","Power","TWh","2029",165.7468948
"Electricity generation","Oil","","RPS","IND","Power","TWh","2029",10.40967981
"Electricity generation","Oil","","RPS","IDN","Power","TWh","2029",27.35969653
"Electricity generation","Oil","","RPS","JPN","Power","TWh","2029",16.12871141
"Electricity generation","Oil","","RPS","MENA","Power","TWh","2029",169.0212714
"Electricity generation","Oil","","RPS","RUS","Power","TWh","2029",6.808808423
"Electricity generation","Oil","","RPS","SA","Power","TWh","2029",72.58516752
"Electricity generation","Oil","","RPS","ZAF","Power","TWh","2029",0.083673286
"Electricity generation","Oil","","RPS","SEAO","Power","TWh","2029",14.68910963
"Electricity generation","Oil","","RPS","KOR","Power","TWh","2029",4.458194698
"Electricity generation","Oil","","RPS","SSA","Power","TWh","2029",41.94959043
"Electricity generation","Oil","","RPS","GBR","Power","TWh","2029",0
"Electricity generation","Oil","","RPS","USA","Power","TWh","2029",0
"Electricity generation","Oil","","RPS","WEU","Power","TWh","2029",3.253431908
"Electricity generation","Oil","","RPS","WORLD","Power","TWh","2029",598.910336
"Electricity generation","Natural gas","","RPS","AUS","Power","TWh","2029",37.84495436
"Electricity generation","Natural gas","","RPS","BRA","Power","TWh","2029",43.64883118
"Electricity generation","Natural gas","","RPS","CAN","Power","TWh","2029",3.782839454
"Electricity generation","Natural gas","","RPS","CHN","Power","TWh","2029",211.699988
"Electricity generation","Natural gas","","RPS","CSA","Power","TWh","2029",322.9379315
"Electricity generation","Natural gas","","RPS","EEU","Power","TWh","2029",18.73277622
"Electricity generation","Natural gas","","RPS","EURA","Power","TWh","2029",178.2280214
"Electricity generation","Natural gas","","RPS","GCC","Power","TWh","2029",439.4270334
"Electricity generation","Natural gas","","RPS","IND","Power","TWh","2029",97.64911032
"Electricity generation","Natural gas","","RPS","IDN","Power","TWh","2029",57.31174503
"Electricity generation","Natural gas","","RPS","JPN","Power","TWh","2029",117.622254
"Electricity generation","Natural gas","","RPS","MENA","Power","TWh","2029",661.4355411
"Electricity generation","Natural gas","","RPS","RUS","Power","TWh","2029",448.6941817
"Electricity generation","Natural gas","","RPS","SA","Power","TWh","2029",159.9840104
"Electricity generation","Natural gas","","RPS","ZAF","Power","TWh","2029",0
"Electricity generation","Natural gas","","RPS","SEAO","Power","TWh","2029",343.7079212
"Electricity generation","Natural gas","","RPS","KOR","Power","TWh","2029",53.23071465
"Electricity generation","Natural gas","","RPS","SSA","Power","TWh","2029",108.2557464
"Electricity generation","Natural gas","","RPS","GBR","Power","TWh","2029",54.8030433
"Electricity generation","Natural gas","","RPS","USA","Power","TWh","2029",541.0445294
"Electricity generation","Natural gas","","RPS","WEU","Power","TWh","2029",164.9884257
"Electricity generation","Natural gas","","RPS","WORLD","Power","TWh","2029",4065.029599
"Electricity generation","Natural gas CCS","","RPS","AUS","Power","TWh","2029",4.505546618
"Electricity generation","Natural gas CCS","","RPS","BRA","Power","TWh","2029",16.04585354
"Electricity generation","Natural gas CCS","","RPS","CAN","Power","TWh","2029",17.02214726
"Electricity generation","Natural gas CCS","","RPS","CHN","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","CSA","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","EEU","Power","TWh","2029",40.07181434
"Electricity generation","Natural gas CCS","","RPS","EURA","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","GCC","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","IND","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","IDN","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","JPN","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","MENA","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","RUS","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","SA","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","ZAF","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","SEAO","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","KOR","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","SSA","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","GBR","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","USA","Power","TWh","2029",0
"Electricity generation","Natural gas CCS","","RPS","WEU","Power","TWh","2029",38.76911121
"Electricity generation","Natural gas CCS","","RPS","WORLD","Power","TWh","2029",116.414473
"Electricity generation","Nuclear","","RPS","AUS","Power","TWh","2029",0
"Electricity generation","Nuclear","","RPS","BRA","Power","TWh","2029",17.61203188
"Electricity generation","Nuclear","","RPS","CAN","Power","TWh","2029",91.43823671
"Electricity generation","Nuclear","","RPS","CHN","Power","TWh","2029",591.3946338
"Electricity generation","Nuclear","","RPS","CSA","Power","TWh","2029",22.45151263
"Electricity generation","Nuclear","","RPS","EEU","Power","TWh","2029",107.1810406
"Electricity generation","Nuclear","","RPS","EURA","Power","TWh","2029",92.38684343
"Electricity generation","Nuclear","","RPS","GCC","Power","TWh","2029",0
"Electricity generation","Nuclear","","RPS","IND","Power","TWh","2029",109.2339591
"Electricity generation","Nuclear","","RPS","IDN","Power","TWh","2029",0
"Electricity generation","Nuclear","","RPS","JPN","Power","TWh","2029",59.11914543
"Electricity generation","Nuclear","","RPS","MENA","Power","TWh","2029",9.398456059
"Electricity generation","Nuclear","","RPS","RUS","Power","TWh","2029",197.415202
"Electricity generation","Nuclear","","RPS","SA","Power","TWh","2029",14.54656909
"Electricity generation","Nuclear","","RPS","ZAF","Power","TWh","2029",13.24240324
"Electricity generation","Nuclear","","RPS","SEAO","Power","TWh","2029",30.10040936
"Electricity generation","Nuclear","","RPS","KOR","Power","TWh","2029",137.4082698
"Electricity generation","Nuclear","","RPS","SSA","Power","TWh","2029",0
"Electricity generation","Nuclear","","RPS","GBR","Power","TWh","2029",70.05647653
"Electricity generation","Nuclear","","RPS","USA","Power","TWh","2029",699.8923574
"Electricity generation","Nuclear","","RPS","WEU","Power","TWh","2029",616.8250433
"Electricity generation","Nuclear","","RPS","WORLD","Power","TWh","2029",2879.70259
"Electricity generation","Hydro","","RPS","AUS","Power","TWh","2029",15.99047654
"Electricity generation","Hydro","","RPS","BRA","Power","TWh","2029",481.808806
"Electricity generation","Hydro","","RPS","CAN","Power","TWh","2029",355.6030771
"Electricity generation","Hydro","","RPS","CHN","Power","TWh","2029",1682.018738
"Electricity generation","Hydro","","RPS","CSA","Power","TWh","2029",409.880583
"Electricity generation","Hydro","","RPS","EEU","Power","TWh","2029",56.5136396
"Electricity generation","Hydro","","RPS","EURA","Power","TWh","2029",115.50321
"Electricity generation","Hydro","","RPS","GCC","Power","TWh","2029",0
"Electricity generation","Hydro","","RPS","IND","Power","TWh","2029",214.7738303
"Electricity generation","Hydro","","RPS","IDN","Power","TWh","2029",41.35594163
"Electricity generation","Hydro","","RPS","JPN","Power","TWh","2029",74.14267029
"Electricity generation","Hydro","","RPS","MENA","Power","TWh","2029",154.5430502
"Electricity generation","Hydro","","RPS","RUS","Power","TWh","2029",217.0162028
"Electricity generation","Hydro","","RPS","SA","Power","TWh","2029",79.99964235
"Electricity generation","Hydro","","RPS","ZAF","Power","TWh","2029",2.260409158
"Electricity generation","Hydro","","RPS","SEAO","Power","TWh","2029",333.2088411
"Electricity generation","Hydro","","RPS","KOR","Power","TWh","2029",3.318646353
"Electricity generation","Hydro","","RPS","SSA","Power","TWh","2029",201.9830447
"Electricity generation","Hydro","","RPS","GBR","Power","TWh","2029",6.077641438
"Electricity generation","Hydro","","RPS","USA","Power","TWh","2029",324.5884488
"Electricity generation","Hydro","","RPS","WEU","Power","TWh","2029",501.7856258
"Electricity generation","Hydro","","RPS","WORLD","Power","TWh","2029",5272.372525
"Electricity generation","Biomass","","RPS","AUS","Power","TWh","2029",6.935260735
"Electricity generation","Biomass","","RPS","BRA","Power","TWh","2029",73.77678773
"Electricity generation","Biomass","","RPS","CAN","Power","TWh","2029",15.84817661
"Electricity generation","Biomass","","RPS","CHN","Power","TWh","2029",207.7994108
"Electricity generation","Biomass","","RPS","CSA","Power","TWh","2029",36.7321026
"Electricity generation","Biomass","","RPS","EEU","Power","TWh","2029",36.31754269
"Electricity generation","Biomass","","RPS","EURA","Power","TWh","2029",2.715731167
"Electricity generation","Biomass","","RPS","GCC","Power","TWh","2029",0.005276426
"Electricity generation","Biomass","","RPS","IND","Power","TWh","2029",103.3992348
"Electricity generation","Biomass","","RPS","IDN","Power","TWh","2029",43.29413882
"Electricity generation","Biomass","","RPS","JPN","Power","TWh","2029",53.95599412
"Electricity generation","Biomass","","RPS","MENA","Power","TWh","2029",6.325890507
"Electricity generation","Biomass","","RPS","RUS","Power","TWh","2029",5.298435892
"Electricity generation","Biomass","","RPS","SA","Power","TWh","2029",3.430339369
"Electricity generation","Biomass","","RPS","ZAF","Power","TWh","2029",1.668631856
"Electricity generation","Biomass","","RPS","SEAO","Power","TWh","2029",43.29661174
